,AMM.,BOD,COD,DO,PH,TKN,WT
1971,16.91836024208778,25.690067335090877,61.118455128652606,1.6783888985257227,8.269060851481688,25.60369530653759,25.705403100766734
1972,21.257003176112097,31.630880155634262,125.33716905739458,2.1838474265041032,8.814657326108955,28.402967792698373,35.690509094513715
1973,21.04992151934244,19.554152416075084,72.33433049675541,6.811214486273107,8.756135248466379,22.166157164986778,35.84589402587249
1974,7.181613779562756,15.15357911978704,48.478829195496864,5.228323615747325,7.699355184868751,18.346739081275047,34.42857493489869
1975,6.603834163431868,15.55137713250592,46.05327271865519,6.899115130050991,8.539393270513475,13.450629907648489,31.380700344388327
1976,7.996228548810789,15.877271809291045,56.07908231860219,2.064503493541883,8.757418089667206,12.36606358494236,33.94557149217718
1977,19.279477574486716,27.24736822698145,67.34561772926547,1.6053371922136406,8.04215213097606,23.578931063396716,34.80654008608629
1978,21.754725944569657,38.755772944565685,79.03402769756407,1.975725525399337,8.307902739668,33.73814999092532,23.110245424108903
1979,23.670173505431706,33.575659327256545,111.93802410815742,2.45708224337777,8.444272020722464,23.406891279944325,26.2433974083247
1980,8.3784313819688,6.94887223695032,24.67578744694477,12.378409398907003,8.638374387385788,9.473844290019938,13.00970788157244
1981,8.532498240477482,12.283906619713832,15.220551726472731,9.67948859814529,8.442411362510882,11.325784194346951,35.78031212327861
1982,1.1258395252116093,2.0663417040642944,40.85047858351621,9.69076480649219,8.004614630712984,13.991284671399962,33.138981448854494
1983,4.629041145434808,8.593246032157847,19.144270911733685,7.666941263475197,7.605929748769008,3.938768254795076,33.004966542344754
1984,2.3850892752446105,7.283542398025307,47.05661697815788,9.423082416229851,8.598027326788419,7.492931287284381,34.23815884033468
1985,3.7396738531647356,8.15548421808118,15.16281562177387,9.831606012003016,8.283346932276958,12.388100821674598,36.297606664780304
1986,3.0122805214753683,10.528878983966864,10.420839657269422,7.492491075534941,8.49429607442289,4.196099438184306,26.257662830318367
1987,21.699099981119986,35.48472580871888,101.64315022211272,1.064514582337131,8.09607082972387,21.480623793419195,20.905986409829964
1988,21.098595564691166,60.881581762240366,111.26102730865098,3.414893299064101,7.684799206134281,24.824214601715067,24.558912465817166
1989,21.837564813541064,41.37500245629385,98.44989767108797,3.675469355593801,7.763867810316904,35.35841762661236,29.359118714003856
1990,22.94884641248081,30.47436175981131,90.15972131198728,1.7693349502421822,8.002667850799138,23.068494057541237,31.79524578107768
1991,34.971032928393754,34.58694934458127,90.15893809953893,2.0284574752954905,7.929357605580502,45.94683470252791,33.96504621934145
1992,16.7073704450088,22.697298696155052,62.50160187551088,3.367653664425568,7.98107731782897,34.53268584841581,36.08638903185788
1993,4.375970531649816,6.326121066505669,46.9385539470763,5.312447226897706,8.701596674257438,15.574237563563587,36.79252441384917
1994,5.146234571017199,6.320779725174184,44.88542216007065,6.926881967785318,7.93971460922385,10.749512653094609,31.528587408464656
1995,8.229303553624625,13.867728358331346,23.857110462165842,9.290248271085876,8.069384492969519,16.937708091957322,35.70040308829727
1996,19.765604458145532,35.0388260981973,75.4231378410952,8.411213577904899,7.762840992307721,31.22985083898736,32.720016322752215
1997,11.391417017444352,24.022461064470363,59.285245664516324,3.255106958738149,8.418861729934894,16.99296304446552,24.628587021816642
1998,21.61750139598705,36.33635656291403,95.56475688625481,2.9554926253393576,7.8838983086553505,27.145617570056135,24.18591863419182
1999,19.710295218351444,36.34325686711988,94.60057425957531,1.5847114002548492,8.271640921441238,29.841904132687528,16.67366265097877
2000,21.586495008138115,51.210893529316245,124.02929749762015,3.697107511005587,8.064856694008904,24.954515877729854,22.666875294183733
2001,23.737587972709022,32.338959806497414,89.4533431142344,3.441020917555261,8.196745361945876,29.292828873344558,28.95636335079378
2002,24.88635633763003,29.63370529952661,94.36163705594137,3.204771198488041,7.7683536392923065,24.18513451431201,33.00798260055454
2003,37.927401378290114,26.210041295607123,96.36878875482743,3.1287663105309917,7.5260110772352515,38.496971557278556,34.8909955796043
2004,16.78246157338027,30.483315162643052,69.77487446375045,1.0799647060604003,7.473966591986678,27.973903147904217,32.051766471901345
2005,8.048163183992909,7.845302851093216,24.97315835063948,3.777617611895502,8.209422745284586,7.403394922330863,37.314023424434815
2006,4.744448371949996,14.74962587874573,47.225045458670465,5.928643516220806,8.13287654320413,10.239095925019473,35.13777492523555
2007,7.994050378869327,9.613377652131678,23.06295898049162,10.360622036143573,8.323070890476194,13.402931907242586,37.55970328089681
2008,17.011958678773563,36.365006929818634,75.5876950190774,8.755950487324087,8.084799271312171,25.178604562258943,33.007976674335794
2009,13.77274382039299,27.24495912835315,78.37931155270593,1.9792418658083712,8.751115469578112,13.875407265953026,24.309970254311423
2010,27.921059352305164,30.934854445737937,97.93165905454921,3.7250109099017936,7.74187883552053,32.850907690929546,22.31786440468584
2011,5.344119314839107,11.86937158830385,26.648918940696642,10.875436669343284,8.296713695268457,2.074032638084473,17.146860479952956
2012,7.498764714841587,9.618120486132906,16.448234890220967,9.596646771875026,7.7600363358228845,3.8756664913210908,19.285670658090552
2013,2.3118695056207006,8.623919936096858,40.24673431741709,9.688677082195058,8.669813284639938,9.860814443544154,29.594827472810277
2014,6.867398988748527,6.7409569286716575,20.966843353366688,10.056452161966606,9.354517510228245,8.17040422001673,31.43116431044744
2015,1.7352214200761336,4.621042836302886,18.516263092471775,10.352855835561897,7.979201910886603,4.146152070617955,31.29703399231422
2016,5.834676469900738,6.38033223348895,36.55401160790011,8.722616588771135,8.521004283443965,10.85641901927805,36.472455207425114
2017,3.313739051871028,4.060875493684968,34.22193382748482,9.220706052162063,8.966711977126948,10.584655251613603,34.3460029037752
2018,7.550889997965174,4.687495639429304,26.767908003591725,10.43274861988321,8.116755511874006,8.896548951666766,32.488931805027725
2019,6.249328088276938,3.241686115710479,11.179729513252227,8.830460172275881,8.663035616006507,4.659848717369039,33.23666089500505
2020,1.6311747863079564,8.922209220084113,16.411480260325888,12.05081939944306,8.631962355659965,10.582331780965339,25.927612772770896
2021,6.56489612431848,5.162314624958959,13.096836551044984,11.17112670827124,8.08469759949625,9.141754261427124,18.295159419411725
2022,21.009710386895467,35.5198021451332,98.62518231673693,3.7097407297117275,7.73330183885049,22.698841573730018,22.879689748170914
2023,29.684600189708082,43.04269530855101,96.42530487617759,3.080796908266427,7.544207684072957,33.9962788548192,25.12170667444919
2024,16.92216155497854,21.059525382588625,58.06418955495123,3.3387537443010373,7.807551197259523,27.753644266314026,22.085824174363964
2025,37.28544072309631,36.261992598323495,80.01699670712304,2.355870588666431,7.8042269842270775,38.966732539380935,36.95187361228371
2026,28.672401458441215,33.75613009587087,65.89280823944044,1.6516833850119106,8.14313431620204,33.14376882063456,33.38456544717438
2027,16.02946214464234,43.09681125915475,104.9080263441789,2.349237109608125,8.148838082820397,19.703042747201273,36.49508213159135
2028,29.037599911558758,30.639237480503148,102.69988741735798,3.755262353875987,7.936167288124291,30.038385732206724,34.03916115132698
2029,12.071427346676224,18.975084658468408,61.08265718867819,3.0277423885321193,8.00123342181666,25.989851881232937,32.277707848697645
2030,5.196892930590774,8.685164159529757,47.506808228547946,3.108879102623133,7.8050753346571415,8.406746774648145,23.864565282738486
2031,17.092986105163693,33.377252142751374,87.95410196886425,3.1035460609111034,7.952568518460137,23.15444872919696,38.90974980501823
2032,19.645964700409756,23.099575022540535,69.00433837750485,2.3497674758410736,7.598934306946289,22.488533343257693,33.975165769966466
2033,27.01659209754145,27.995044283389163,69.28522563346604,1.1094066347124625,8.10325831510089,29.37336933495596,18.339145951731837
2034,17.558892535449274,48.05157608630629,92.17927217786807,3.486462398475717,7.430121429764653,26.65100517823512,23.11435606566318
2035,25.887587505221067,38.4280729564498,99.67518578010726,2.1225407347736898,7.725251238911936,33.95904015001403,26.798431430996914
2036,16.438062504561668,22.88572237495108,45.1904349772318,1.6457087981206113,8.030358594407591,18.728149024461583,18.48973695955486
2037,29.424124552829912,36.92230802839512,86.21224807254931,2.2393512469160024,7.5328966577914365,26.88454066353468,34.399207312586434
2038,30.601602386530256,31.069187202771555,69.99979462597801,2.389126171481145,7.937514664001496,35.932283047954925,35.46891775834229
2039,19.356504252474036,38.19653934283279,102.42303645294716,2.845695486355255,8.335489182660613,17.980765413356597,32.463545170426386
2040,29.183551394112715,38.52696675024099,80.679696747473,4.026794986682648,7.910020721429436,31.32560215274848,31.646534356465523
2041,17.163956616667484,20.583797515911208,67.8245831520456,2.726911211186202,8.136671407396587,25.663905824283447,32.9863773967775
2042,9.050350843342262,9.96540838972459,34.855269845937,3.7500323191204203,7.209227417346542,8.964311894809978,23.357155913151658
2043,18.946241054558893,25.464788481308688,84.57654057535196,3.540225683349156,7.973409203107802,18.881911336714488,37.97818869661259
2044,14.680286861456295,28.33990622869141,68.86064514931314,3.042335704489901,7.635986535675294,22.864274811370034,30.052256276508388
2045,25.952807732688992,23.035480088418687,67.48587172065545,3.0349002399248666,8.339898776230097,27.873630311031263,17.698170270706797
2046,8.186530600857907,6.048671896296381,15.999891166735626,12.955832019397892,8.02834237830544,7.979503659311309,16.220237419752216
2047,7.807431741932354,5.638303378430152,17.637401814358125,9.682257028506497,8.053002445111057,5.487023782276818,20.872293010867025
2048,6.325011759984401,4.860903784342568,10.80438966938847,9.095103976346127,9.00965030283986,10.276959105489876,24.117294118216083
2049,8.407953899074425,9.493298432596985,35.287324186301085,9.319286954932293,8.762693174753425,6.8807275607626295,31.752362133285924
2050,5.608255129669552,4.420123544513768,18.55320893889119,10.812547436444275,9.331736227515309,7.871445476157182,33.96756027505914
2051,6.294183478030249,10.312851273584053,38.9132382108109,10.275124793765624,9.313678173567322,2.668867837731751,37.227667950910515
2052,7.135871323676673,7.698065862920742,27.3134180791285,9.846316717924054,8.496621933900336,3.3066113413271956,32.20917686734269
2053,2.368370864698667,11.34956293340476,22.15350611799483,15.047169796956695,9.098989003397435,7.515809963828046,31.14367762052233
2054,6.3875907717705065,9.101682010123778,35.21595723845834,14.119960499945154,9.514705453492951,12.983568325868896,23.347785065368374
2055,2.8263724087741595,11.315253321324594,18.57109954287018,9.441443092473401,8.134737944218834,3.272483738582942,21.10186991201718
2056,18.028467407147406,31.29860406445969,95.93097856658903,1.1349528176408588,7.7561577340918255,29.818845471823927,18.043870939012507
2057,20.850138298896482,39.8012533766816,93.02391918023031,1.8472857280899646,7.5936885867132515,27.791786989840897,26.20396735937844
2058,24.446413047305015,37.920933816204844,113.00298206279209,2.247152926465139,7.859414397112566,37.9983083477695,31.286957168437723
2059,23.01231535436144,35.335500927904725,81.16930869969988,3.575445770785855,8.284475533753692,25.846279683560695,31.220196346108366
2060,25.37038693886267,38.26145963170811,95.93470392904126,2.0046472115014167,8.588834916986375,23.028611868448426,30.466238551129585
2061,30.324998974433026,34.12922660694832,139.00684775380043,3.2115977875866006,8.422818441631932,35.572361155804,33.79235802844835
2062,6.779813984082101,13.756660939988755,50.21899909024256,4.909886822611957,8.348228762015745,6.398959798033121,34.34142786522418
2063,6.418360888497766,15.236609612464143,20.749652234213567,6.309376018667443,8.029811083328644,9.661322570086607,31.36786858843034
2064,7.469661484654134,9.253194051644481,56.541200615510625,7.122264729521552,8.25539886176934,12.271702799986198,31.723167586914418
2065,10.224261336986832,26.659980783705258,92.5131952139427,3.8621031230581684,8.06896480764376,19.445395806312103,27.14921329303443
2066,23.73914545985867,30.626755308959865,99.94523824843199,2.6498756336510123,8.1512534199365,22.09985304717558,30.53033071399818
2067,28.297618267014236,47.58894709351058,100.07414616075144,2.2020324545441614,7.680098903652674,31.056387670848363,24.93195414938982
2068,22.718157867312502,29.232067136495658,83.8613069459574,1.8521273701614993,7.751885289685269,22.54600359421258,17.800044587044106
2069,23.879802593663662,42.55650522997529,89.30433933247406,3.1932033420247503,7.570086562445145,29.434506549883572,26.58804923272092
2070,28.689030015858556,27.09775336818782,105.80192212962758,2.488829830012393,7.763342773854408,29.949763358912257,27.808155130514777
2071,19.08322669065857,36.77496850618831,76.5340963996397,2.519721742025851,8.127904290100721,24.46037089375306,30.04440280390169
2072,24.87261301768268,40.23550223532509,90.498613066825,2.416095619454934,8.482282803429007,28.461653218504107,30.04118684904672
2073,35.23557392084515,40.02503246759724,112.83235679468328,1.1368634461752292,8.528399869920316,34.235175865843544,34.56871812539046
2074,7.8187401927617834,5.509443795233599,46.784822803180674,3.649987922363011,8.426514756665206,6.900596172344505,33.618230655126084
2075,9.667352746136007,12.071004146110573,28.595235744501235,5.78367267949419,7.841545965888829,8.718724707861195,33.00595366627742
2076,8.076947935098996,13.501204025810948,59.53165308712114,7.119628450778639,8.48072647682703,6.034692708049369,32.037980725401454
2077,15.973393559207366,19.59368947184037,94.84277500526402,4.988277556753094,7.615260711239646,18.376916447859433,28.69780230694954
2078,18.113590099020456,27.80173151279979,94.63891453000774,3.1867831996101743,7.996526653233791,20.12610112976536,30.432004432011283
2079,28.693878745913768,36.76701879868948,100.50678655722947,1.0718686262522557,7.991323910017404,30.642493945891136,25.37069158596495
2080,5.024910023092697,7.9277594611061035,42.86668490808045,11.776895108269574,7.625976180248804,7.263925453415128,20.4319063788354
2081,7.273201436277986,3.5423219151802243,14.987614118289422,8.663369841609626,8.369907726890037,4.673563239063654,28.55700180696727
2082,6.901789292790476,6.1875720206164235,46.38155381822217,10.06129544052161,8.672078239372476,8.385445878422704,34.35736562944318
2083,3.416609441778413,8.448055567043951,40.42873937634777,11.48578803079362,9.489910154654089,9.285310984712883,35.92264762090527
2084,6.658331152383823,3.7766372706186164,46.50968607148717,13.357991389112142,9.038053416654751,4.137118191504068,39.495884318605185
2085,4.921322257896595,8.484944976315985,29.71542464934355,10.739957103476085,8.305519633670254,7.394885426612157,28.291511562029335
2086,3.9337535641744252,6.855075294133032,25.44223391466283,14.72204947744153,8.289663599594766,6.68754847954839,32.684037865094496
2087,9.279567210964014,8.828296428162298,38.97715675648062,12.810914199368312,8.04326223437065,12.743291519286515,34.13748793586729
2088,2.1572865481083925,13.812972932544996,37.48921862048111,15.455752540549492,8.384533580023373,11.710490397850121,20.238692196358457
2089,11.88888161659672,15.884959678073557,41.10073221894987,2.2418288101574593,7.99330274070114,15.590135055994752,16.394300204066173
2090,13.874447892424612,17.97228675298306,71.17751976675723,2.5298983797864243,8.897208712014356,16.670768590452997,25.444479985653064
2091,12.91360256879364,20.05721702015056,73.79877587685867,2.488258394940706,8.868311514418963,16.321423974689157,27.06918918540712
2092,22.27048061768329,19.225523902840116,64.34951703879881,2.678043292120526,8.357739402287104,28.93493987815519,31.94712964445026
2093,15.524624473494402,15.627495297134853,100.98390362398808,1.745372622495189,8.202626884092528,26.217497479926852,36.82975011760645
2094,17.64675926697389,14.887504347161002,81.18073508595918,1.9115074476100489,8.62528257233749,40.7057109695742,32.19693956501401
2095,15.390397466219513,7.342931656368747,57.27578687263595,3.3424552369571163,7.867044501125472,26.640526258176923,34.62243568425112
2096,7.671782791682945,14.663670749512216,54.83696345957949,3.224991904908782,7.964493052206592,12.623558580316143,34.25579811936755
2097,19.338189351515993,26.4778256342191,65.63681587037112,1.7580550207462684,7.927722881565407,20.072665738533733,27.763329375849757
2098,19.257426637899925,27.788607728967545,75.35276670652925,1.696783288770118,8.078515391997946,33.09790663982217,22.22069633315199
2099,14.169410829428447,18.428296874288435,36.147057309405355,2.4330020281664266,8.12838609169388,16.0415240940487,16.2600640073236
2100,16.25654188320829,8.470475249347535,52.85809652885062,2.466548520141701,8.484314038080313,12.036923166818266,24.850509485842135
2101,14.755765259208001,22.9524685791227,78.76673375214321,3.699597314118457,8.102094850071895,17.062097109521595,27.684124217260734
2102,23.657900093572028,17.960513363033982,70.66814690783083,1.0262045179387829,7.819973981488935,22.492207025429973,32.17600940331819
2103,16.499365284230816,27.129578139340474,90.2563406456508,2.8984673354185673,8.378618675632904,21.888502661848282,40.7517755752786
2104,24.80984516546029,18.56734900090179,83.20630411202139,1.8655204064655517,8.757189433142466,25.970101298664872,33.52370190147709
2105,15.387049836087098,5.647880338069632,57.18835435111481,3.1874970497813306,8.31189314226327,39.59880711422066,33.79756573155592
2106,12.650737378526063,13.145387105797855,34.31839207775333,4.7058756350121556,8.839182471406437,15.905569331845047,34.63727576337441
2107,19.162997526477945,26.195734520602613,71.66038603823799,2.7629548736206395,7.834164621656511,21.90552328741397,27.080273166443924
2108,20.73313732108165,26.369305915704025,88.87235583055123,2.0642656963745907,8.190821096442178,38.283446785586925,23.82204023465168
2109,2.1458859338840943,5.159700099438762,19.458728585298854,9.967505169378073,8.535577668315076,6.418888910715749,19.437453884252037
2110,6.12178044546915,4.040917104632076,18.096808004407414,9.988271740732102,8.13418751449983,4.1701882143034,19.290588731946922
2111,3.239102665728142,6.505638701063629,10.767326217497239,15.075947547058215,7.858706658321809,3.30590097587882,19.685166139028972
2112,2.6571711553213335,11.895311460475092,5.434278418448866,10.01204896657513,7.325785434114202,7.603995622635206,27.31014606394825
2113,1.8769385471758557,6.609675267415929,14.712190952724082,8.577332605758862,8.674388587301213,3.778864973157921,34.43751638403236
2114,5.081941995545478,3.1860538590221665,41.9302298351613,7.507770051935959,8.56216767725084,11.125241077767463,30.236277352201757
2115,3.6380160022735195,8.849481569159135,27.42338671911395,7.890378616327164,8.876676937957098,9.493651305310916,36.69984326477805
2116,6.726631697337311,10.603217499522259,30.918335616675286,7.990942975101088,8.916756893087168,7.017089044993599,30.831208638557452
2117,7.766667943080355,5.974238314173448,22.78650793697657,13.25819190330247,8.672271103321341,10.101180028024974,20.351474497021293
2118,16.023515757388033,27.957308676079542,80.45431643904911,2.187995530355384,8.00008129673824,22.492064414459826,21.153453734217205
2119,9.771080763447443,22.37980231120803,54.88262799209844,3.170931295715806,8.103521180188542,26.323673281944775,24.883721948484705
2120,14.043086336547674,27.243400411773102,41.18527764418043,1.626742928984481,8.039366901864533,19.141177897970756,28.631893511595806
2121,24.414741019701367,32.46463774353893,126.17927180923893,4.008238562809421,8.417608032507104,22.363031079753362,35.60729735124994
2122,13.74035695334793,31.56280801564472,74.9051714032541,5.6873424824167,8.793481775787692,28.043466137800017,34.99410911991629
2123,5.999317168476875,16.52645454572444,48.17653883497009,3.450349154070518,7.861066683127991,20.328866310963694,32.61245305583904
2124,4.951947986978318,8.00443626091587,36.07433178096014,8.111323929881115,8.414250089254425,14.392177676055734,31.051365345055746
2125,10.05173758348569,17.51106511123352,65.9448058678,1.3709271171249946,8.918954152877745,14.23549709217528,35.331982592882945
2126,24.201728211279782,27.648745863951685,74.54766156628385,3.325401253002352,8.278878552732564,24.9334337153496,31.003008883683496
2127,27.371588319940344,26.450585578003327,86.51958100629426,2.9595325299771287,8.490696099620864,30.859526024103673,21.94317160960067
2128,23.23070877774679,36.17488248234186,89.15326965527683,2.3314154572399124,7.873123253160228,26.190815936079943,23.228378354540038
2129,15.971547806494321,34.340700373613814,80.04931035291924,1.2116683496746266,8.185651767850572,23.83761292106277,23.599735871485674
2130,15.417149839394423,13.687054722466542,60.86608042087732,1.8921881162583323,8.132671307099118,28.74044847583786,20.967649417549524
2131,13.302056181224687,26.66152518176054,64.28138663788161,2.497967173404482,8.27554188446918,21.72955569442764,28.024385145609774
2132,22.890242100458593,31.653843259672055,109.45163750910865,2.1335449815525602,8.854974919632932,23.89250613500089,35.99860565349786
2133,17.386924047534627,25.24659143105804,63.80225167583944,8.12338957286163,8.69318253921846,28.897478890595885,34.84002582004324
2134,11.055695857089681,7.447865458348655,39.60154559766637,3.224423120621735,7.751340707228096,15.019308240536605,32.26255942231549
2135,6.449505243861095,16.162240228518815,41.86650256859791,7.466369220893105,8.772025000486119,16.0588900097812,33.95874412014178
2136,7.076185966060269,17.91414330982802,52.60595294952559,1.349170446301021,8.739066877514912,15.244667699869291,34.08278963336819
2137,19.531475436639518,25.346168069812474,88.99331084059222,1.0760677672000845,7.745541149169743,16.921468352594,34.95332520156918
2138,20.10020656346353,29.79566408773126,76.65922921803897,2.4508145844608507,8.30258861136625,33.37251710652622,21.91283723942883
2139,25.44808385131629,28.19041096566174,97.24282464301096,1.1855939777014362,7.937635027182356,26.113979533160126,26.276452866189302
2140,5.928887228390004,8.273228557193447,20.965644843345384,11.874272491871913,8.858478117845491,5.604663497497382,15.097332182709195
2141,3.2845250632451806,10.148169024814026,39.59552212083064,9.25804574153038,8.276619686727225,9.012147960028699,33.50576446359532
2142,1.335907419482492,4.539316013610247,32.180479223524436,7.9847330390895515,8.13850833365126,11.623216890466445,32.74829976983181
2143,7.607495527339123,10.454413004805012,27.616137562467493,8.93503133168176,7.799525119588857,3.224951639591901,36.11427704863179
2144,6.365880679309341,10.063146140649318,51.32818956330583,8.031308219871292,8.5680773802957,9.806584794078944,35.90467556743374
2145,8.245377665622488,5.088319012614756,4.73055910218164,9.035262548545319,8.383955138363053,8.280416834732854,34.73530484582539
2146,4.910267251802143,13.652696839546445,24.904084164871318,8.405085885691449,8.843630304819879,11.736989926651205,29.35828389223764
2147,22.86453264010045,45.28423123421412,94.96112250315812,1.8181230365761714,7.91739370022918,26.032570249002724,17.053567231192268
2148,23.316867813266263,58.047680959863996,116.6163065276309,1.1703415153180834,7.947822995827739,24.788339517352565,21.024175143647675
2149,22.46849529930288,43.69834702443949,73.86595895016629,3.133445960014602,8.001417018355456,41.55794884472495,29.062564699381042
2150,19.68022673197021,29.763500164778723,101.63897445685004,3.706827331136443,7.94605910863265,23.410158961261473,33.48739422617235
2151,37.578599511415405,30.45413832685534,81.06932762317058,3.0673294354265805,7.946244333228085,39.66482466710556,34.43973692313816
2152,16.361741084031067,13.058242443541648,87.83635060119839,1.0186962449089276,7.762617806512588,29.902937427754377,32.497429855933504
2153,7.6214018973755095,7.111600645640771,42.18685025619102,4.728646616676841,8.305930136606676,14.348877081953662,38.65190648728321
2154,7.81168404444503,11.57741581852225,57.61215603602895,7.539639626875951,8.307320830038872,8.425911821980298,32.345496011680865
2155,11.345476770109753,12.653048827055525,40.683772506294694,8.984619604384113,8.312043624227021,16.42821002056151,37.06648751996425
2156,22.011614259551504,28.008938265475727,84.89030783999257,7.500126194376204,7.770629305514506,24.54965394392647,35.770704606807264
2157,9.622592805661633,24.040619664461236,58.75256349624574,2.894829736043344,8.613274926908318,13.233156246296504,23.503444323873648
2158,26.368175194427085,32.79582596799284,91.4507210247597,3.546849641319088,7.459228523351857,24.636372204344745,24.119060062213677
2159,23.504138272568156,37.30530260462375,120.87735928637852,1.4165889444343809,7.903745917094672,24.0148771649335,16.515999410267543
2160,18.043544931228865,46.98695444450651,116.44358029222586,1.2867838187064633,7.834976960752537,25.235073151777716,23.085283023332046
2161,20.570438165376704,39.529348688611705,94.8009083129871,1.8307521064677341,7.636470477121846,30.32466417749857,26.551522156857764
2162,22.396272056889163,26.71146411384922,97.6174782003588,2.469552457457368,7.779915096485248,21.930558024105515,31.36908617972455
2163,35.31704428917266,24.91386482113926,83.77671190735421,3.7255733170784384,8.049805640793013,43.037976963339055,35.02613079126644
2164,10.947848144412733,27.33632490324773,64.66947928340461,1.1545814763461686,7.990842621694329,21.188344284594052,31.535751719736478
2165,5.762593649591481,6.29234196626086,35.74415251635635,3.4258717490164443,8.369423278251759,7.379147263857245,37.64796595775999
2166,4.614882969770896,12.804616653205802,56.9148429702887,5.1210631008528065,7.9321110778056525,10.679614354575092,35.28558396358054
2167,10.00729292522239,14.506268435803065,27.470133144280645,10.611685525711952,8.262419216833134,14.58428977784509,33.8210184514311
2168,15.28672747251239,28.475181464652884,65.08280081406065,6.638220576752964,8.050433515233959,28.513931449690183,35.386788929190324
2169,15.679620205057786,22.954252449948854,62.64720222713653,3.1173763332802444,8.30737841723019,16.436845300041533,23.161774208456855
2170,31.57721659827023,34.38151829066171,82.70144186869825,1.9674825287550368,7.435856422911642,33.94699800547425,24.375673330408286
2171,4.8018556074421745,5.270108146125711,34.41413281384921,12.193128451530011,8.746870800917758,2.368827516657049,17.527516115100468
2172,2.8769194415941786,13.462889648956642,21.635417078857397,10.080092912973793,7.506766886304628,10.772934079918956,20.61317675134964
2173,3.4257661505543044,6.194577370504213,32.72679522264551,8.846159176292467,8.559372491723046,2.3574691924645435,28.515906843315936
2174,4.46316682457236,8.419449001373966,36.002949906795735,9.504404228025939,9.097224927573848,2.7113935421598985,29.691148289106803
2175,7.189379289780257,5.489706661384749,18.156055148821515,10.602904787222311,7.543284080971534,6.236820097484623,31.203968851972583
2176,3.4079529803868533,11.426214925657384,26.109857098349217,8.911449565360444,8.34928502157593,8.200369714113739,32.82640356671338
2177,5.15817294820985,5.572831931450198,14.183084956427134,9.82303256828007,8.838605595725442,8.15177089278034,34.17425770866498
2178,4.519208171846564,3.74230523931352,17.63129173536952,9.779581614712207,7.975213574327377,9.746019472941548,33.30565551995339
2179,8.496763149704812,8.655929147258728,10.62311190323063,8.211048128951846,8.63172966797864,4.59465321464012,29.653257081160795
2180,5.522646877789052,9.643957027535059,15.93818566960104,12.097655497734525,8.498130888371577,9.670631717846238,26.251352803391686
2181,4.384965849521058,3.2082012321250115,19.452264849411556,11.39609930569983,8.244200813697237,10.506414073966418,19.419404430250363
2182,24.620355420585433,36.86849596504656,95.42412799401626,2.930581761577494,7.3365312766161495,24.258533210906712,23.062421682907605
2183,26.875096103700375,45.59285874297468,106.36812184489708,2.330244018502679,7.352791459307702,37.02505621713526,27.291800886073435
2184,15.442618321256909,21.06444091697417,57.883392351839774,1.9912428224167573,7.800642707947372,24.79038044570584,18.560388387493898
2185,37.27402715367259,33.659722037884876,81.16891588960226,2.5390833083852087,7.233425982424987,30.930882624587277,36.976988902034726
2186,29.676086646235138,26.556340577674725,76.82211813851744,1.4362183325091413,8.372523776478694,32.02556729083178,34.373002922233624
2187,18.740709984816792,39.35770118345897,87.35914565967477,2.250313534676134,8.261052665556969,18.03282033267583,33.50219445439553
2188,30.08827872921567,36.73366134371964,83.2137676463301,4.572000567727485,7.895322620710683,29.910101037159585,32.39142155887105
2189,15.874252072872343,14.94170549553701,54.38210975599206,1.9444683496195956,7.862125373258876,21.620479106449014,30.597311919777592
2190,9.00809733949127,13.34337908165326,39.917594431324915,5.02334365524465,7.471357453348558,10.188839910948953,24.98594352176726
2191,12.815415879545029,27.754194037079913,62.68060528121236,3.554028209109098,7.848436442644916,21.13554709029807,35.118643395553505
2192,19.434917499574,25.6367803801691,76.91286327491159,3.5392012960533568,7.952162393274539,24.60216196739605,30.306445641431665
2193,26.700079403789708,23.391264749219587,77.16629285493256,1.9597505053284752,8.071296143004716,27.42782600675008,19.051339915276166
2194,20.398918159082648,43.05420471679534,80.88578001666542,3.319622964064136,7.420505558875897,23.568433875148603,23.95975067345769
2195,25.42674170556015,30.35244041631573,95.61420039502026,2.9960310261446583,7.5780129219971375,29.816238182254256,28.263801553655405
2196,19.967375805258545,25.21968681613334,65.64913909756119,2.373290454680511,8.125857311504767,18.866834546757953,20.62446734858834
2197,25.75509686415834,31.484108191692478,64.45562354448877,1.3330242312388032,7.673615630858814,27.21811567678104,34.34878538218898
2198,27.750583241261978,30.801412311172378,82.70159307326048,2.5225878661288403,8.013329873582608,34.137550025456676,35.305344194840934
2199,18.540254827983752,36.18712046755259,91.83179791210463,3.465965239625241,7.775251094217207,19.68871889384164,34.60004532981705
2200,34.24777095987479,38.54245619807624,102.01205219106879,4.040550347405481,8.136265278180737,28.741949208253402,34.20096763530005
2201,15.606879882079367,17.380684190568875,55.12320700006593,4.186244541090291,7.573425329272328,19.16369262306984,30.108996875313984
2202,3.259017652916544,10.78358201139634,45.12232155502386,4.849203746342589,7.265904692368821,11.606891608306453,22.269945500780963
2203,17.856274706305456,29.511362296290898,64.3792402895806,3.332696920077009,7.973043551981689,18.74957492081314,34.597025634620955
2204,20.998046837235318,29.9279669026578,80.44708947830263,2.970341866146395,7.724459906133202,21.127400046478744,34.33699089519451
